"pid","pmid","oid","row.in.file.int","interval","t.start","t.end","t.start.orig","t.end.orig","dt","dt.calc","dt.diff","ct","mt","cta","bta","bg.dl","bg.val","bg.unit","MOL","ustar","rl","air.pres","air.pres.unit","j.NH3","j.rel","e.int","e.cum","e.rel","air.temp","soil.temp","soil.temp.surf","pH.surf","rad","wind","wind.2m","soil.temp.z.int","air.temp.z.int","wind.z.int","wind.loc.int","far.loc.int","rain","rain.rate","rain.cum","rh","notes.int","flag.int"
2440,2444,71904,17,1,2017-03-22 11:30:00,2017-03-23 10:30:00,"1490182200","1490182200",23,23,0,23,11.5,24.4,1.4,NA,1.89,"µg/m3",-17.7,0.0938,0.065,NA,NA,0.291,0.00336,6.69,6.69,0.0774,5.98,NA,NA,0.958,44.5,1.23,1.34,2,NA,1.3,"Field",NA,13.8,0.6,13.8,98.3,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2440,2444,71905,18,2,2017-03-23 10:30:00,2017-03-24 09:00:00,"1490265000","1490265000",22.5,22.5,0,45.5,34.2,46.9,24.4,NA,1.79,"µg/m3",-53.8,0.1,0.065,NA,NA,0.0551,0.000638,1.24,7.93,0.0917,4.68,NA,NA,0.938,53.4,1.07,1.16,2,NA,1.3,"Field",NA,1.4,0.0622,15.2,97.5,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2440,2444,71906,19,3,2017-03-24 09:00:00,2017-03-28 11:45:00,"1490346000","1490346000",98.8,98.8,0,144,94.9,146,46.9,NA,6.47,"µg/m3",1.61,0.184,0.1,NA,NA,0.0378,0.000437,3.73,11.7,0.135,10.6,NA,NA,4.11,160,1.66,1.81,2,NA,1.3,"Field",NA,0.4,0.00405,15.6,80.9,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2440,2444,71907,20,4,2017-03-28 11:45:00,2017-04-03 10:00:00,"1490701500","1490701500",142,142,0,286,215,288,146,NA,3.75,"µg/m3",-34.5,0.129,0.17,NA,NA,0.00839,9.71e-05,1.19,12.8,0.149,12.3,NA,NA,5.93,178,1.4,1.52,2,NA,1.3,"Field",NA,2.8,0.0197,18.4,77.8,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2440,2444,71908,21,5,2017-04-03 10:00:00,2017-04-11 09:30:00,"1491213600","1491213600",192,192,0,478,382,479,288,NA,4.07,"µg/m3",-3.69,0.144,0.242,NA,NA,-0.019,-0.00022,-3.65,9.2,0.107,12,NA,NA,7.98,219,1.36,1.48,2,NA,1.3,"Field",NA,0.2,0.00104,18.6,74.9,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2440,2444,71909,22,6,2017-04-11 09:30:00,2017-04-18 14:00:00,"1491903000","1491903000",172,172,0,650,564,652,479,NA,3.3,"µg/m3",9.7,0.134,0.28,NA,NA,0.0185,0.000214,3.19,12.4,0.143,10.5,NA,NA,7.19,212,1.22,1.33,2,NA,1.3,"Field",NA,0,0,18.6,76.6,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2441,2445,71910,11,1,2017-03-22 11:30:00,2017-03-23 10:30:00,"1490182200","1490182200",23,23,0,23,11.5,22.9,-0.117,NA,1.89,"µg/m3",-17.7,0.0938,0.065,NA,NA,0.131,0.00176,3.01,3.01,0.0404,5.98,NA,NA,0.958,44.5,1.23,1.34,2,NA,1.3,"Field",NA,13.8,0.6,13.8,98.3,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2441,2445,71911,12,2,2017-03-23 10:30:00,2017-03-24 09:00:00,"1490265000","1490265000",22.5,22.5,0,45.5,34.2,45.4,22.9,NA,1.79,"µg/m3",-53.8,0.1,0.065,NA,NA,0.00969,0.00013,0.218,3.22,0.0433,4.68,NA,NA,0.938,53.4,1.07,1.16,2,NA,1.3,"Field",NA,1.4,0.0622,15.2,97.5,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2441,2445,71912,13,3,2017-03-24 09:00:00,2017-03-28 11:45:00,"1490346000","1490346000",98.8,98.8,0,144,94.9,144,45.4,NA,6.47,"µg/m3",1.61,0.184,0.1,NA,NA,0.00664,8.92e-05,0.655,3.88,0.0521,10.6,NA,NA,4.11,160,1.66,1.81,2,NA,1.3,"Field",NA,0.4,0.00405,15.6,80.9,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
2441,2445,71913,14,4,2017-03-28 11:45:00,2017-04-03 10:00:00,"1490701500","1490701500",142,142,0,286,215,286,144,NA,3.75,"µg/m3",-34.5,0.129,0.17,NA,NA,0.000705,9.48e-06,0.1,3.98,0.0535,12.3,NA,NA,5.93,178,1.4,1.52,2,NA,1.3,"Field",NA,2.8,0.0197,18.4,77.8,"Inversion with FIDES, 2 or 3 concentration measurement heights with 2 or 3 passive badges per measurement height, 3 places of measurement per treatment",""
