"institute","proj","exper","field","plot","rep","app.start","uptake","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","eGylle","eGylle2","FoulumgårdD","1","1",2021-08-20 10:58:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_Alpha1","bLS","Alpha samplers",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_bLS_Alpha1.R:1.R2:.T:2021-08-20 10:58:00.M:bLSAlpha samplers",NA,778,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:58:00,"bsth",35.9,"t/ha","none",NA,39.8,NA,NA,NA,"stubble",7,NA,NA,NA,5,NA,"20/08/2021 10:58","20/08/2021 10:58","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_bLS_Alpha1.R:1.R2:.T:2021-08-20 10:58:00","D:1.I:AU.Pr:eGylle.E:eGylle2","","Jesper Nørlem Kamp",70,NA,NA,NA,16,18.3,21.2,22.9,23.6,24.8,25,25,NA,NA,NA,16,18.3,21.2,22.9,23.6,24.8,25,25,NA,NA,NA,0.228,0.261,0.303,0.328,0.337,0.355,0.358,0.358,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,16.5,13.3,13.2,13.5,14.1,14.6,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,1.88,1.4,1.37,1.26,2.08,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,22,18,7.1,0.0305,2.14,7.1,24.9,7.1,238,2021-08-20 11:05:00,2021-08-29 08:15:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"","9",205,1935,1939,348
"AU","eGylle","eGylle2","FoulumgårdD","1","1",2021-08-20 10:58:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_Alpha2","bLS","Alpha samplers",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_bLS_Alpha2.R:1.R2:.T:2021-08-20 10:58:00.M:bLSAlpha samplers",NA,778,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:58:00,"bsth",35.9,"t/ha","none",NA,39.8,NA,NA,NA,"stubble",7,NA,NA,NA,5,NA,"20/08/2021 10:58","20/08/2021 10:58","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_bLS_Alpha2.R:1.R2:.T:2021-08-20 10:58:00","D:1.I:AU.Pr:eGylle.E:eGylle2","","Jesper Nørlem Kamp",70,NA,NA,NA,18.5,20.6,23.2,24.8,25.5,26.5,26.7,26.7,NA,NA,NA,18.5,20.6,23.2,24.8,25.5,26.5,26.7,26.7,NA,NA,NA,0.264,0.294,0.331,0.355,0.365,0.379,0.382,0.382,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,16.5,13.3,13.2,13.5,14.1,14.7,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,1.88,1.4,1.36,1.25,2.08,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,41,18,7.1,0.0356,2.49,7.1,24.9,7.1,238,2021-08-20 11:07:00,2021-08-29 08:13:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"","9",205,1936,1940,348
"AU","eGylle","eGylle2","FoulumgårdD","1","1",2021-08-20 10:58:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_DTM1","DTM",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM1.R:1.R2:.T:2021-08-20 10:58:00.M:DTMNA",NA,778,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:58:00,"bsth",35.9,"t/ha","none",NA,39.8,NA,NA,NA,"stubble",7,NA,NA,NA,5,NA,"20/08/2021 10:58","20/08/2021 10:58","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM1.R:1.R2:.T:2021-08-20 10:58:00","D:1.I:AU.Pr:eGylle.E:eGylle2","","Jesper Nørlem Kamp",70,NA,2,2.82,4.06,5.86,7.66,8.84,9.44,10.4,10.4,10.4,NA,2,2.82,4.06,5.86,7.66,8.84,9.44,10.4,10.4,10.4,NA,0.0286,0.0403,0.058,0.0837,0.109,0.126,0.135,0.149,0.149,0.149,NA,0,0,0,0,0,0,0,0,0,0,NA,16.1,16.5,16.5,13.4,13.3,13.5,14,14.6,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,3,3.16,1.84,1.42,1.36,1.24,2.08,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,79,37,2.28,0.00688,0.482,2.1,18.2,2.28,218,2021-08-20 11:23:00,2021-08-29 07:58:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"DTM","DTM","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"","9",205,1937,1941,348
"AU","eGylle","eGylle2","FoulumgårdD","1","1",2021-08-20 10:58:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_DTM2","DTM",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM2.R:1.R2:.T:2021-08-20 10:58:00.M:DTMNA",NA,778,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:58:00,"bsth",35.9,"t/ha","none",NA,39.8,NA,NA,NA,"stubble",7,NA,NA,NA,5,NA,"20/08/2021 10:58","20/08/2021 10:58","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM2.R:1.R2:.T:2021-08-20 10:58:00","D:1.I:AU.Pr:eGylle.E:eGylle2","","Jesper Nørlem Kamp",70,NA,1.86,2.79,4.15,6.17,8.1,9.44,10,10.6,10.6,10.6,NA,1.86,2.79,4.15,6.17,8.1,9.44,10,10.6,10.6,10.6,NA,0.0265,0.0398,0.0593,0.0881,0.116,0.135,0.143,0.151,0.151,0.151,NA,0,0,0,0,0,0,0,0,0,0,NA,16.1,16.5,16.5,13.4,13.3,13.5,14,14.6,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.98,3.15,1.83,1.41,1.36,1.24,2.08,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,116,37,2.32,0.00617,0.432,1.97,18.2,2.32,218,2021-08-20 11:33:00,2021-08-29 08:03:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"DTM","DTM","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"","9",205,1938,1942,348
"AU","eGylle","eGylle2","FoulumgårdD","1","1",2021-08-20 10:58:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_DTM3","DTM",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM3.R:1.R2:.T:2021-08-20 10:58:00.M:DTMNA",NA,778,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:58:00,"bsth",35.9,"t/ha","none",NA,39.8,NA,NA,NA,"stubble",7,NA,NA,NA,5,NA,"20/08/2021 10:58","20/08/2021 10:58","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle2.F:FoulumgårdD.P:1.T:eGylle_DTM3.R:1.R2:.T:2021-08-20 10:58:00","D:1.I:AU.Pr:eGylle.E:eGylle2","","Jesper Nørlem Kamp",70,NA,2.15,3.02,4.56,6.92,8.9,10.1,10.8,11.6,11.6,11.6,NA,2.15,3.02,4.56,6.92,8.9,10.1,10.8,11.6,11.6,11.6,NA,0.0307,0.0432,0.0651,0.0988,0.127,0.145,0.155,0.166,0.166,0.166,NA,0,0,0,0,0,0,0,0,0,0,NA,16.1,16.5,16.5,13.4,13.3,13.5,14,14.7,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.98,3.15,1.82,1.4,1.35,1.23,2.11,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,151,35,2.35,0.0079,0.553,1.95,18.2,2.35,212,2021-08-20 11:40:00,2021-08-28 13:53:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"DTM","DTM","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"","9",205,1939,1943,348
"AU","eGylle","eGylle3","WUR","1","1",2021-11-09 10:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_acid_traps_0.25m","bLS","Acid traps",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_0.25m.R:1.R2:.T:2021-11-09 10:15:00.M:bLSAcid traps",NA,1540,52,5.65,"NL","Flat",16,NA,NA,3.5,NA,0.49,NA,"wet",5.5,0.98,"Yes","No","cat",NA,NA,"Slurry","None",NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,2021-11-09 10:20:00,"os",17.5,"t/ha","none",NA,26.6,NA,NA,NA,"grass",7.6,NA,NA,".",6,NA,"09/11/2021 10:15","09/11/2021 10:20","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_0.25m.R:1.R2:.T:2021-11-09 10:15:00","D:1.I:AU.Pr:eGylle.E:eGylle3","","Jesper Nørlem Kamp",30.2,NA,1.14,1.56,1.98,2.72,3.42,4.16,4.5,NA,4.51,4.51,NA,1.14,1.56,1.98,2.72,3.42,4.16,4.5,NA,4.51,4.51,NA,0.0376,0.0517,0.0657,0.09,0.113,0.138,0.149,NA,0.149,0.149,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.3,9.3,9.97,7.03,7.29,7.41,7.41,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,2.72,2.5,1.54,1.31,1.42,1.42,1.78,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,226,8,1.2,0.00976,0.295,1.2,25.9,1.2,96.6,2021-11-09 10:20:00,2021-11-12 08:55:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Grass","Cattle","Open slot injection","os","None",2021-11-09,"","16",205,2244,2248,390
"AU","eGylle","eGylle3","WUR","1","1",2021-11-09 10:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_acid_traps_0.54m","bLS","Acid traps",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_0.54m.R:1.R2:.T:2021-11-09 10:15:00.M:bLSAcid traps",NA,1540,52,5.65,"NL","Flat",16,NA,NA,3.5,NA,0.49,NA,"wet",5.5,0.98,"Yes","No","cat",NA,NA,"Slurry","None",NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,2021-11-09 10:20:00,"os",17.5,"t/ha","none",NA,26.6,NA,NA,NA,"grass",7.6,NA,NA,".",6,NA,"09/11/2021 10:15","09/11/2021 10:20","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_0.54m.R:1.R2:.T:2021-11-09 10:15:00","D:1.I:AU.Pr:eGylle.E:eGylle3","","Jesper Nørlem Kamp",30.2,NA,0.907,1.24,1.51,1.97,2.59,3.39,3.77,NA,3.78,3.78,NA,0.907,1.24,1.51,1.97,2.59,3.39,3.77,NA,3.78,3.78,NA,0.03,0.0411,0.0501,0.0653,0.0856,0.112,0.125,NA,0.125,0.125,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.3,9.3,9.97,7.03,7.29,7.41,7.41,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,2.72,2.5,1.54,1.31,1.42,1.42,1.78,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,235,8,1.2,0.00733,0.221,1.2,25.9,1.2,96.6,2021-11-09 10:20:00,2021-11-12 08:55:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Grass","Cattle","Open slot injection","os","None",2021-11-09,"","16",205,2245,2249,390
"AU","eGylle","eGylle3","WUR","1","1",2021-11-09 10:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_acid_traps_1.04m","bLS","Acid traps",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_1.04m.R:1.R2:.T:2021-11-09 10:15:00.M:bLSAcid traps",NA,1540,52,5.65,"NL","Flat",16,NA,NA,3.5,NA,0.49,NA,"wet",5.5,0.98,"Yes","No","cat",NA,NA,"Slurry","None",NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,2021-11-09 10:20:00,"os",17.5,"t/ha","none",NA,26.6,NA,NA,NA,"grass",7.6,NA,NA,".",6,NA,"09/11/2021 10:15","09/11/2021 10:20","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_acid_traps_1.04m.R:1.R2:.T:2021-11-09 10:15:00","D:1.I:AU.Pr:eGylle.E:eGylle3","","Jesper Nørlem Kamp",30.2,NA,1.03,1.38,1.56,1.83,2.33,3.06,5.14,NA,5.19,5.19,NA,1.03,1.38,1.56,1.83,2.33,3.06,5.14,NA,5.19,5.19,NA,0.0341,0.0456,0.0516,0.0607,0.077,0.101,0.17,NA,0.172,0.172,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.3,9.3,9.97,7.03,7.29,7.41,7.41,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,2.72,2.5,1.54,1.31,1.42,1.42,1.78,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,244,8,1.2,0.0045,0.136,1.2,25.9,1.2,96.6,2021-11-09 10:20:00,2021-11-12 08:55:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Grass","Cattle","Open slot injection","os","None",2021-11-09,"","16",205,2246,2250,390
"AU","eGylle","eGylle3","WUR","1","1",2021-11-09 10:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_bLS_avg_time","bLS","CRDS avg.",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_avg_time.R:1.R2:.T:2021-11-09 10:15:00.M:bLSCRDS avg.",NA,1540,52,5.65,"NL","Flat",16,NA,NA,3.5,NA,0.49,NA,"wet",5.5,0.98,"Yes","No","cat",NA,NA,"Slurry","None",NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,2021-11-09 10:20:00,"os",17.5,"t/ha","none",NA,26.6,NA,NA,NA,"grass",7.6,NA,NA,".",6,NA,"09/11/2021 10:15","09/11/2021 10:20","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_bLS_avg_time.R:1.R2:.T:2021-11-09 10:15:00","D:1.I:AU.Pr:eGylle.E:eGylle3","","Jesper Nørlem Kamp",30.2,NA,0.739,0.998,1.42,2.19,2.83,3.32,3.74,NA,3.75,3.75,NA,0.739,0.998,1.42,2.19,2.83,3.32,3.74,NA,3.75,3.75,NA,0.0245,0.0331,0.047,0.0725,0.0936,0.11,0.124,NA,0.124,0.124,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.3,9.3,9.97,7.03,7.29,7.41,7.41,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,2.72,2.5,1.54,1.31,1.42,1.42,1.78,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,169,8,1.2,0.0061,0.184,1.2,25.9,1.2,96.6,2021-11-09 10:20:00,2021-11-12 08:55:00,"2",NA,NA,NA,NA,NA,NA,NA,FALSE,"bLS","micro met","Grass","Cattle","Open slot injection","os","None",2021-11-09,"","16",205,1941,1945,349
"AU","eGylle","eGylle3","WUR","1","1",2021-11-09 10:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx","eGylle_FC_1","Dynamic chamber","Acid traps",NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_FC_1.R:1.R2:.T:2021-11-09 10:15:00.M:Dynamic chamberAcid traps",NA,1540,52,5.65,"NL","Flat",16,NA,NA,3.5,NA,0.49,NA,"wet",5.5,0.98,"Yes","No","cat",NA,NA,"Slurry","None",NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,2021-11-09 10:20:00,"os",17.5,"t/ha","none",NA,26.6,NA,NA,NA,"grass",7.6,NA,NA,".",6,NA,"09/11/2021 10:15","09/11/2021 10:20","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_7_0_eGylle_NL_DE_JK.xlsx.E:eGylle3.F:WUR.P:1.T:eGylle_FC_1.R:1.R2:.T:2021-11-09 10:15:00","D:1.I:AU.Pr:eGylle.E:eGylle3","","Jesper Nørlem Kamp",30.2,0.0941,0.514,0.794,1.25,2.12,3,3.55,3.9,NA,4.74,4.74,0.0941,0.514,0.794,1.25,2.12,3,3.55,3.9,NA,4.74,4.74,0.00311,0.017,0.0263,0.0415,0.0703,0.0993,0.117,0.129,NA,0.157,0.157,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,181,11,0.983,0.00309,0.0933,0.983,24.2,0.983,166,2021-11-09 10:20:00,2021-11-15 08:47:00,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Dynamic chamber","chamber","Grass","Cattle","Open slot injection","os","None",2021-11-09,"","16",205,2240,2244,389
