"institute","proj","exper","field","plot","rep","app.start","sub.period","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-CAN-A","A",2019-03-20 09:05:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","CAN","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-A.T:CAN.R:A.R2:.T:2019-03-20 09:05:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc",NA,"m3/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"1553072700",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-A.T:CAN.R:A.R2:.T:2019-03-20 09:05:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",NA,NA,0.0995,0.118,0.407,1.16,2.38,3.19,5.21,NA,10.3,10.3,NA,0.0995,0.118,0.407,1.16,2.38,3.19,5.21,NA,10.3,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.6,10.7,9.84,12.3,10.4,9.84,9.15,7.79,7.79,NA,5.91,6.3,6.19,6.49,6.69,7.02,7.16,7.05,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,1.29,1.4,1.31,0.926,1.03,1.33,1.23,1.23,NA,1.13,1.29,1.4,1.31,0.926,1.03,1.33,1.23,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,1440,25,2.4,NA,0.03,1.2,19.6,2.4,137,2019-03-20 11:36:00,2019-03-26 15:22:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber",NA,"Cattle","Broadcast","bc",NA,2019-03-20,"","0-30 cm",303,2875,2879,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-CAN-B","B",2019-03-20 09:15:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","CAN","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-B.T:CAN.R:B.R2:.T:2019-03-20 09:15:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc",NA,"m3/ha",NA,NA,NA,NA,NA,NA,"grass",NA,NA,NA,"permanent grassland, application rate: 100 kg N/ha",86,NA,"1553073300",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-B.T:CAN.R:B.R2:.T:2019-03-20 09:15:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",NA,NA,0.153,0.244,0.627,1.42,3.47,4.78,6.39,NA,13.3,13.3,NA,0.153,0.244,0.627,1.42,3.47,4.78,6.39,NA,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.5,10.6,10.1,12.2,10.2,9.73,9.53,7.95,7.95,NA,5.86,6.38,6.14,6.38,6.59,6.86,7.12,7.04,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.36,1.53,1.4,0.91,0.868,1.21,1.24,1.24,NA,1.12,1.36,1.53,1.4,0.91,0.868,1.21,1.24,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,1560,25,2.48,NA,0.0257,1.85,20.2,2.48,142,2019-03-20 11:31:00,2019-03-26 14:49:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Broadcast","bc",NA,2019-03-20,"","0-30 cm",303,2876,2880,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-CAN-C","C",2019-03-20 09:25:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","CAN","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-C.T:CAN.R:C.R2:.T:2019-03-20 09:25:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc",NA,"m3/ha",NA,NA,NA,NA,NA,NA,"grass",NA,NA,NA,"permanent grassland, application rate: 100 kg N/ha",87,NA,"1553073900",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-C.T:CAN.R:C.R2:.T:2019-03-20 09:25:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",NA,NA,0.114,0.16,0.555,1.58,2.9,4.6,7.14,NA,12.8,12.8,NA,0.114,0.16,0.555,1.58,2.9,4.6,7.14,NA,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.5,10.6,9.85,12,10.3,9.8,9.29,7.83,7.83,NA,5.86,6.37,6.18,6.39,6.65,6.96,7.13,7.04,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.37,1.43,1.34,0.943,0.992,1.28,1.22,1.22,NA,1.12,1.37,1.43,1.34,0.943,0.992,1.28,1.22,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,1680,25,2.55,NA,0.0257,1.53,19.9,2.55,139,2019-03-20 11:27:00,2019-03-26 15:06:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Broadcast","bc",NA,2019-03-20,"","0-30 cm",303,2877,2881,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-CAN-D","D",2019-03-20 09:10:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","CAN","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-D.T:CAN.R:D.R2:.T:2019-03-20 09:10:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc",NA,"m3/ha",NA,NA,NA,NA,NA,NA,"grass",NA,NA,NA,"permanent grassland, application rate: 100 kg N/ha",88,NA,"1553073000",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-CAN-D.T:CAN.R:D.R2:.T:2019-03-20 09:10:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",NA,NA,0.126,0.186,0.594,1.42,3.21,5.06,7.25,NA,13.2,13.2,NA,0.126,0.186,0.594,1.42,3.21,5.06,7.25,NA,13.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.5,10.6,10.2,12.4,10.6,9.78,9.52,7.94,7.94,NA,5.82,6.34,6.12,6.43,6.67,6.88,7.14,7.05,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.37,1.51,1.4,0.968,0.863,1.22,1.25,1.25,NA,1.12,1.37,1.51,1.4,0.968,0.863,1.22,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,1800,25,2.63,NA,0.0263,1.65,20,2.63,142,2019-03-20 11:22:00,2019-03-26 15:01:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Broadcast","bc",NA,2019-03-20,"","0-30 cm",303,2878,2882,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-SI:CS-A","A",2019-03-20 14:17:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","SI:CS","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-A.T:SI:CS.R:A.R2:.T:2019-03-20 14:17:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,5.1,NA,2.13,1.16,NA,NA,NA,6.8,NA,"os",36,"m3/ha",NA,NA,NA,25,5,NA,"grass",NA,NA,NA,NA,97,NA,"1553091420",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-A.T:SI:CS.R:A.R2:.T:2019-03-20 14:17:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",41.8,NA,0.402,0.468,2.93,5.13,7.81,10.4,13.5,NA,21.6,21.6,NA,0.402,0.468,2.93,5.13,7.81,10.4,13.5,NA,21.6,21.6,NA,0.00962,0.0112,0.0702,0.123,0.187,0.248,0.324,NA,0.517,0.517,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.6,10.6,10.8,12.8,10.7,9.89,9.18,7.8,7.8,NA,6.84,6.84,6.4,6.7,6.84,7.06,7.19,7.07,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,1.61,1.34,0.971,1.04,1.32,1.23,1.23,NA,1.6,1.6,1.61,1.34,0.971,1.04,1.32,1.23,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490,1510,24,2.67,0.00321,0.134,1.37,19.8,2.67,137,2019-03-20 14:20:00,2019-03-26 15:14:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Open slot injection","os",NA,2019-03-20,"","0-30 cm",303,2879,2883,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-SI:CS-B","B",2019-03-20 12:35:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","SI:CS","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-B.T:SI:CS.R:B.R2:.T:2019-03-20 12:35:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,5.1,NA,2.13,1.16,NA,NA,NA,6.8,NA,"os",36,"m3/ha",NA,NA,NA,25,5,NA,"grass",NA,NA,NA,NA,98,NA,"1553085300",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-B.T:SI:CS.R:B.R2:.T:2019-03-20 12:35:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",41.8,NA,0.909,1.07,2.3,4.23,6.03,7.5,9.76,NA,18,18,NA,0.909,1.07,2.3,4.23,6.03,7.5,9.76,NA,18,18,NA,0.0218,0.0256,0.0551,0.101,0.144,0.18,0.234,NA,0.43,0.43,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.6,10.6,10.1,12.3,10.2,9.73,9.43,7.94,7.94,NA,6.16,6.6,6.21,6.41,6.6,6.87,7.14,7.05,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,1.48,1.59,1.43,0.912,0.87,1.31,1.24,1.24,NA,1.27,1.48,1.59,1.43,0.912,0.87,1.31,1.24,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,1630,25,1.38,0.00312,0.13,1.38,20.2,1.38,141,2019-03-20 12:37:00,2019-03-26 14:48:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Open slot injection","os",NA,2019-03-20,"","0-30 cm",303,2880,2884,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-SI:CS-C","C",2019-03-20 14:00:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","SI:CS","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-C.T:SI:CS.R:C.R2:.T:2019-03-20 14:00:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,5.1,NA,2.13,1.16,NA,NA,NA,6.8,NA,"os",36,"m3/ha",NA,NA,NA,25,5,NA,"grass",NA,NA,NA,NA,99,NA,"1553090400",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-C.T:SI:CS.R:C.R2:.T:2019-03-20 14:00:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",41.8,NA,0.111,0.152,1.62,3.46,5.64,7.85,10.6,NA,18.3,18.3,NA,0.111,0.152,1.62,3.46,5.64,7.85,10.6,NA,18.3,18.3,NA,0.00266,0.00363,0.0388,0.083,0.135,0.188,0.254,NA,0.439,0.439,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.6,10.6,10.8,12.6,10.6,9.8,9.18,7.8,7.8,NA,6.81,6.81,6.37,6.65,6.82,7,7.18,7.06,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,1.57,1.6,1.34,0.97,0.985,1.31,1.22,1.22,NA,1.57,1.57,1.6,1.34,0.97,0.985,1.31,1.22,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730,1750,24,2.97,0.000729,0.0304,1.47,19.8,2.97,137,2019-03-20 14:02:00,2019-03-26 15:09:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Open slot injection","os",NA,2019-03-20,"","0-30 cm",303,2881,2885,583
"TI","GülleBest","BW:HOH-GL-2019-1","HOH-GL","BW:HOH-GL-2019-1-SI:CS-D","D",2019-03-20 12:18:00,3,"../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx","SI:CS","CPS","transfer coefficient derived from parallel DTM measurements",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-D.T:SI:CS.R:D.R2:.T:2019-03-20 12:18:00.M:CPStransfer coefficient derived from parallel DTM measurements","10.1016/j.envpol.2022.120302",81,48.7,9.22,"DE","Hilly",21,67,12,2.99,"Calcaric Regosol",NA,NA,NA,6.5,1.16,"no","no","cat",NA,NA,NA,"None",NA,NA,5.1,NA,2.13,1.16,NA,NA,NA,6.8,NA,"os",36,"m3/ha",NA,NA,NA,25,5,NA,"grass",NA,NA,NA,NA,100,NA,"1553084280",NA,"D:1.I:TI.Pr:GülleBest.F:../../data-submitted/03/TI/ALFAM2_template_7.0_GülleBest_BW_HOH_20240415.xlsx.E:BW:HOH-GL-2019-1.F:HOH-GL.P:BW:HOH-GL-2019-1-SI:CS-D.T:SI:CS.R:D.R2:.T:2019-03-20 12:18:00","D:1.I:TI.Pr:GülleBest.E:BW:HOH-GL-2019-1","","Buchen-Tschiskale, Caroline",41.8,NA,0.952,1.18,2.69,4.74,8.61,11.3,14.7,NA,25.8,25.8,NA,0.952,1.18,2.69,4.74,8.61,11.3,14.7,NA,25.8,25.8,NA,0.0228,0.0283,0.0644,0.114,0.206,0.272,0.352,NA,0.617,0.617,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.7,10.6,10.2,12.3,10.5,9.86,9.29,7.84,7.84,NA,6.07,6.55,6.2,6.41,6.67,6.95,7.14,7.05,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.47,1.58,1.42,0.968,1.01,1.33,1.26,1.26,NA,1.25,1.47,1.58,1.42,0.968,1.01,1.33,1.26,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840,1870,25,1.67,0.00341,0.143,1.67,20.1,1.67,141,2019-03-20 12:20:00,2019-03-26 14:55:00,1,"0.1",2,"Field",NA,"Nyameasem J, Zutz M, Kluß C, ten Huf M, Essich C, Buchen-Tschiskale C, et al. Impact of cattle slurry application methods on ammonia losses and grassland nitrogen use efficiency. Environmental Pollution 2022; 315: 120302. DOI: 10.1016/j.envpol.2022.120302",NA,NA,FALSE,"CPS","chamber","Grass","Cattle","Open slot injection","os",NA,2019-03-20,"","0-30 cm",303,2882,2886,583
