"institute","proj","exper","field","plot","rep","app.start","uptake","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","eGylle","21C","FoulumgårdD","1","1",2021-08-11 16:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER30","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:1.T:AER30.R:1.R2:.T:2021-08-11 16:15:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 16:15:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,".",5,NA,"11-08-2021 16:15","11-08-2021 16:15","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:1.T:AER30.R:1.R2:.T:2021-08-11 16:15:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,12.8,16,21,26.7,30.9,32.8,34,36.1,36.3,36.3,NA,12.8,16,21,26.7,30.9,32.8,34,36.1,36.3,36.3,NA,0.187,0.235,0.308,0.392,0.453,0.48,0.498,0.529,0.532,0.532,NA,0,0,0,0,0,0,0,0,0,0,NA,19.2,18.6,15.8,16.8,17.4,16.9,16.6,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.441,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,143,139,1.33,0.0508,3.47,1.33,1.33,1.33,185,2021-08-11 16:15:00,2021-08-19 08:10:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1900,1904,343
"AU","eGylle","21C","FoulumgårdD","2","1",2021-08-11 16:23:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER25","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:2.T:AER25.R:1.R2:.T:2021-08-11 16:23:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 16:23:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,6,NA,"11-08-2021 16:23","11-08-2021 16:23","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:2.T:AER25.R:1.R2:.T:2021-08-11 16:23:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,11.5,14.5,19.5,24.7,29.1,31.1,32.3,34,34.1,34.1,NA,11.5,14.5,19.5,24.7,29.1,31.1,32.3,34,34.1,34.1,NA,0.168,0.212,0.286,0.362,0.427,0.456,0.474,0.498,0.5,0.5,NA,0,0,0,0,0,0,0,0,0,0,NA,19.2,18.6,15.8,16.8,17.4,16.9,16.6,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,282,139,1.33,0.0475,3.24,1.33,1.33,1.33,185,2021-08-11 16:23:00,2021-08-19 08:18:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1901,1905,343
"AU","eGylle","21C","FoulumgårdD","4","1",2021-08-11 16:39:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER20","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:4.T:AER20.R:1.R2:.T:2021-08-11 16:39:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 16:39:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,7,NA,"11-08-2021 16:39","11-08-2021 16:39","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:4.T:AER20.R:1.R2:.T:2021-08-11 16:39:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,12.3,15.5,20.4,26.2,30.7,32.7,33.9,35.5,35.6,35.6,NA,12.3,15.5,20.4,26.2,30.7,32.7,33.9,35.5,35.6,35.6,NA,0.18,0.227,0.298,0.384,0.45,0.48,0.497,0.52,0.522,0.522,NA,0,0,0,0,0,0,0,0,0,0,NA,19.1,18.2,15.6,16.9,17.4,16.9,16.5,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.298,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,421,139,1.33,0.0512,3.49,1.33,1.33,1.33,185,2021-08-11 16:39:00,2021-08-19 08:34:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1902,1906,343
"AU","eGylle","21C","FoulumgårdD","5","2",2021-08-11 16:47:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER25","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:5.T:AER25.R:2.R2:.T:2021-08-11 16:47:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 16:47:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,8,NA,"11-08-2021 16:47","11-08-2021 16:47","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:5.T:AER25.R:2.R2:.T:2021-08-11 16:47:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,12,15.7,21.7,28.3,33.1,35.3,36.6,38.4,38.5,38.5,NA,12,15.7,21.7,28.3,33.1,35.3,36.6,38.4,38.5,38.5,NA,0.175,0.231,0.318,0.415,0.485,0.517,0.536,0.562,0.565,0.565,NA,0,0,0,0,0,0,0,0,0,0,NA,19.1,18.2,15.6,16.9,17.4,16.9,16.5,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,560,139,1.33,0.047,3.21,1.33,1.33,1.33,185,2021-08-11 16:47:00,2021-08-19 08:42:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1903,1907,343
"AU","eGylle","21C","FoulumgårdD","6","2",2021-08-11 16:55:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER20","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:6.T:AER20.R:2.R2:.T:2021-08-11 16:55:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 16:55:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,9,NA,"11-08-2021 16:55","11-08-2021 16:55","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:6.T:AER20.R:2.R2:.T:2021-08-11 16:55:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,10.6,13.6,18.8,24.7,29.1,31,32.2,33.9,34,34,NA,10.6,13.6,18.8,24.7,29.1,31,32.2,33.9,34,34,NA,0.156,0.2,0.276,0.362,0.426,0.455,0.472,0.497,0.499,0.499,NA,0,0,0,0,0,0,0,0,0,0,NA,18.7,17.8,15.3,16.8,17.4,16.8,16.5,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.298,NA,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,699,139,1.33,0.0424,2.89,1.33,1.33,1.33,185,2021-08-11 16:55:00,2021-08-19 08:50:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1904,1908,343
"AU","eGylle","21C","FoulumgårdD","8","2",2021-08-11 17:11:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER30","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:8.T:AER30.R:2.R2:.T:2021-08-11 17:11:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 17:11:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,10,NA,"11-08-2021 17:11","11-08-2021 17:11","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:8.T:AER30.R:2.R2:.T:2021-08-11 17:11:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,11.9,15.8,22,28.5,33.2,35.4,36.7,38.6,38.8,38.8,NA,11.9,15.8,22,28.5,33.2,35.4,36.7,38.6,38.8,38.8,NA,0.175,0.231,0.322,0.417,0.487,0.519,0.538,0.566,0.569,0.569,NA,0,0,0,0,0,0,0,0,0,0,NA,18.4,17.6,15.2,16.9,17.4,16.9,16.5,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.441,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,838,139,1.33,0.0489,3.34,1.33,1.33,1.33,185,2021-08-11 17:11:00,2021-08-19 09:06:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1905,1909,343
"AU","eGylle","21C","FoulumgårdD","9","3",2021-08-11 17:19:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER25","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:9.T:AER25.R:3.R2:.T:2021-08-11 17:19:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.55,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,5.31,NA,2.8,1.9,NA,NA,0.51,7.7,2021-08-11 17:19:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,11,NA,"11-08-2021 17:19","11-08-2021 17:19","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21C.F:FoulumgårdD.P:9.T:AER25.R:3.R2:.T:2021-08-11 17:19:00","D:1.I:AU.Pr:eGylle.E:21C","","Pedersen, Johanna",68.2,NA,12.4,15.9,21.8,27.7,32,33.9,35.1,36.7,36.8,36.8,NA,12.4,15.9,21.8,27.7,32,33.9,35.1,36.7,36.8,36.8,NA,0.182,0.234,0.319,0.406,0.468,0.497,0.514,0.538,0.54,0.54,NA,0,0,0,0,0,0,0,0,0,0,NA,18.4,17.6,15.2,16.9,17.4,16.9,16.5,15.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,977,139,1.33,0.0519,3.54,1.33,1.33,1.33,185,2021-08-11 17:19:00,2021-08-19 09:14:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-11,"",NA,205,1906,1910,343
"AU","eGylle","21D","FoulumgårdD","1","1",2021-08-20 10:51:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER7","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:1.T:AER7.R:1.R2:.T:2021-08-20 10:51:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:51:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,12,NA,"20-08-2021 10:51","20-08-2021 10:51","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:1.T:AER7.R:1.R2:.T:2021-08-20 10:51:00","D:1.I:AU.Pr:eGylle.E:21D","","Pedersen, Johanna",70,NA,7.05,10.5,15.9,19.5,23.1,25.2,26.6,28.8,29,29,NA,7.05,10.5,15.9,19.5,23.1,25.2,26.6,28.8,29,29,NA,0.101,0.151,0.227,0.279,0.33,0.36,0.381,0.412,0.415,0.415,NA,0,0,0,0,0,0,0,0,0,0,NA,16.3,16.6,15.7,13.6,13.3,13.5,14,14.6,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.108,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,1110,136,1.33,0.0229,1.6,1.33,1.33,1.33,181,2021-08-20 10:51:00,2021-08-27 22:46:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"",NA,205,1907,1911,344
"AU","eGylle","21D","FoulumgårdD","2","1",2021-08-20 10:59:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER25","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:2.T:AER25.R:1.R2:.T:2021-08-20 10:59:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 10:59:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,13,NA,"20-08-2021 10:59","20-08-2021 10:59","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:2.T:AER25.R:1.R2:.T:2021-08-20 10:59:00","D:1.I:AU.Pr:eGylle.E:21D","","Pedersen, Johanna",70,NA,10.6,14.8,20.4,23.9,27.2,29.2,30.6,32.7,32.9,32.9,NA,10.6,14.8,20.4,23.9,27.2,29.2,30.6,32.7,32.9,32.9,NA,0.151,0.211,0.292,0.341,0.388,0.417,0.436,0.466,0.469,0.469,NA,0,0,0,0,0,0,0,0,0,0,NA,16.3,16.6,15.7,13.6,13.3,13.6,14,14.7,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.356,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,1250,136,1.33,0.0354,2.48,1.33,1.33,1.33,181,2021-08-20 10:59:00,2021-08-27 22:54:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"",NA,205,1908,1912,344
"AU","eGylle","21D","FoulumgårdD","4","2",2021-08-20 11:15:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx","AER25","Wind tunnel",NA,NA,"D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:4.T:AER25.R:2.R2:.T:2021-08-20 11:15:00.M:Wind tunnelNA",NA,0.2,56.5,9.56,"DK","Flat",9,24,65,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No","mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,4.95,NA,2.8,1.95,NA,NA,0.3,7.9,2021-08-20 11:15:00,"bsth",35.9,"t/ha","none",NA,NA,NA,NA,NA,"stubble",10,NA,NA,NA,14,NA,"20-08-2021 11:15","20-08-2021 11:15","D:1.I:AU.Pr:eGylle.F:../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx.E:21D.F:FoulumgårdD.P:4.T:AER25.R:2.R2:.T:2021-08-20 11:15:00","D:1.I:AU.Pr:eGylle.E:21D","","Pedersen, Johanna",70,NA,10.4,14.3,19.5,23,26.2,28.1,29.4,31.4,31.6,31.6,NA,10.4,14.3,19.5,23,26.2,28.1,29.4,31.4,31.6,31.6,NA,0.148,0.204,0.279,0.328,0.375,0.402,0.42,0.448,0.451,0.451,NA,0,0,0,0,0,0,0,0,0,0,NA,16.1,16.4,15.5,13.5,13.3,13.5,14,14.6,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.356,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1380,136,1.33,0.0347,2.43,1.33,1.33,1.33,181,2021-08-20 11:15:00,2021-08-27 23:10:00,2,NA,2,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt","Stubble","Mix","Band spread or trailing hose","bsth","None",2021-08-20,"",NA,205,1909,1913,344
